State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
WV,94,0,28,15.76,10.86,10.15,2.67,3,39.44,0
DE,87,0,0,30.12,21.16,9.04,2.32,3,62.64,0
KY,66,0,33,15.1,9.32,7.77,1.92,3,34.11,0
FL,113,0,0,15.74,15.1,7.19,3.89,3,41.92,0
NC,210,0,31,53.35,12.55,8.67,2.73,3,77.3,0
GA,18,0,0,33.49,17.31,9.09,2.35,3,62.24,0
AK,146,0,0,33.3,19.43,13.66,3.29,3,69.68,0
VT,157,0,0,28.66,17.43,7.91,1.59,3,55.59,0
CO,140,0,0,25.45,18.06,11.07,3.4,3,57.98,0
UT,37,0,0,46.19,13.18,8.98,1.78,3,70.13,0
NV,113,0,0,41.7,22.09,9.19,2.89,3,75.87,1
IL,148,0,25,39.22,19.87,9.71,3.65,3,72.45,0
VA,43,0,35,34.03,20.77,9.32,3.13,3,67.25,0
AL,106,0,0,36.19,15.9,5.76,1.7,3,59.55,0
MO,83,0,30,46.33,21.51,8.14,2.35,3,78.33,0
AL,119,0,0,16.8,12.49,8.58,2.7,3,40.57,0
MN,124,1,0,26.83,17.27,7.59,2.7,3,54.39,1
MA,66,0,0,19.79,8.13,8.17,2.84,3,38.93,0
ND,101,0,0,37.01,19.69,8.34,0,3,65.04,0
AK,74,0,0,44.59,16.91,7.47,1.78,3,70.75,0
OR,112,0,0,35.05,13.98,6.31,3.4,3,58.74,0
IN,57,0,0,32.18,14.87,9.99,3.02,3,60.06,0
ID,82,0,34,39.54,13.02,12.9,1.27,3,66.73,0
VA,138,0,0,42.67,7.75,6.4,3.73,3,60.55,0
ID,119,0,0,39.17,19.13,8.93,2.05,3,69.28,0
IN,88,0,0,31.2,14.49,8.72,2.24,3,56.65,0
WA,48,0,0,25.36,13.76,8.91,2.24,3,50.27,0
ID,116,1,29,27.59,23.74,8.67,3.16,3,63.16,1
DE,105,1,0,25.5,24.97,11.28,2.78,3,64.53,0
MS,70,0,0,25.01,17,10.57,3.38,3,55.96,0
NJ,88,0,0,24.53,13.29,9.66,2.11,3,49.59,0
AR,109,0,0,26.03,19.9,14.81,2.67,3,63.41,0
NC,122,0,0,36.65,14.26,9.32,1.73,3,61.96,0
MT,160,0,0,16.58,22.79,11.49,3.56,3,54.42,0
MS,102,1,0,38.11,20.68,6.65,3.24,3,68.68,0
GA,64,0,0,36.87,17.94,8.09,3.08,3,65.98,0
NJ,96,0,0,25.5,18.57,9.56,2.65,3,56.28,0
ME,105,0,0,36.04,19.26,8.71,2.4,3,66.41,0
NE,129,0,30,30.14,18,10.81,2.51,3,61.46,0
MD,106,0,0,35.41,14.4,4.59,4.29,3,58.69,0
IL,91,0,0,32.18,20.34,4.04,2.67,3,59.23,0
ND,147,1,35,26.78,16.12,10.22,3,3,56.12,1
KY,105,0,24,46.7,16.45,13.48,2.92,3,79.55,0
FL,108,0,0,35.82,20.29,11.41,2.48,3,70,0
FL,85,1,0,19.75,19.52,9.19,2.73,3,51.19,0
NJ,136,0,27,31.91,18.79,6.56,2.7,3,59.96,0
ND,180,0,0,38.23,21.25,9.72,1.81,3,71.01,1
OR,64,0,0,36.3,14.16,5.49,3.81,3,59.76,0
RI,36,0,0,39.97,16.73,11.69,1.89,3,70.28,0
MI,74,0,0,53.4,18.9,11.66,3.32,3,87.28,1
WI,66,1,0,35.48,14.73,11.91,2.24,3,64.36,0
OK,127,0,27,0.44,21.59,10.92,2.48,3,35.43,0
CO,107,0,0,34.77,13.8,6.98,3.62,3,59.17,0
NC,116,0,19,26.47,15.76,8.67,2.21,3,53.11,0
KY,106,0,9,15.05,27.61,3.6,2.21,3,48.47,0
IN,77,0,0,31.6,18.02,12.7,3.05,3,65.37,0
IN,108,0,0,34.19,14.51,10.68,3.13,3,62.51,0
WV,70,0,0,36.52,11.14,9.76,2.54,3,59.96,0
NY,104,0,0,44.88,11.24,8,2.86,3,66.98,0
ME,52,0,0,21.98,12.13,11.62,3.32,3,49.05,0
WV,87,0,0,21.13,14.74,11.53,2.03,3,49.43,0
NM,96,0,33,31.16,17.12,7.98,2.81,3,59.07,0
LA,123,0,32,36.09,21.38,9.39,1.78,3,68.64,0
NV,124,0,0,39.85,15.24,12.85,2.81,3,70.75,0
CT,37,0,0,22.93,21.11,10.63,3.97,3,58.64,0
MN,135,0,0,26.38,11.55,8.31,1.03,3,47.27,0
AK,71,0,0,31.45,19.76,8.6,4.02,3,63.83,0
OR,99,0,0,43.59,18.23,10.52,2.13,3,74.47,1
KS,84,0,0,38.4,23.43,9.06,3.86,3,74.75,1
IN,7,0,0,35.14,23.89,7.13,2.97,3,69.13,0
NY,131,1,0,20.79,10.1,6.66,3.7,3,41.25,1
VA,105,0,0,44.08,14.89,10.01,3.24,3,72.22,0
NJ,87,0,0,37.94,10.84,13.02,3.92,3,65.72,0
WA,177,0,0,45.24,19.14,10.11,2.4,3,76.89,1
TX,169,0,0,45.34,13.45,12.95,3.73,3,75.47,1
MI,37,0,0,32.54,14.23,9.74,3.78,3,60.29,0
TX,112,0,0,36.52,17.82,7.4,2.54,3,64.28,0
MI,147,0,0,22.2,17.69,9.21,4.21,3,53.31,0
AL,112,0,0,32.2,18.62,7.56,1.92,3,60.3,0
LA,94,0,0,36.06,16.1,15.85,2.27,3,70.28,0
MA,122,0,29,33.22,22.8,7.56,2.27,3,65.85,0
MD,154,0,0,26.27,18.21,8.01,3.24,3,55.73,1
MS,190,1,0,19.02,18.96,10.94,2.7,3,51.62,0
NY,54,1,0,40.17,12.99,7.21,3.02,3,63.39,0
WV,70,0,30,24.38,14.45,5.76,2.54,3,47.13,0
CO,118,0,36,50.13,14.08,8.51,2.65,3,75.37,0
TN,3,0,0,31.45,17.31,7.67,3.81,3,60.24,0
ND,75,0,24,38.34,15.47,12.19,2.54,3,68.54,0
AL,16,0,0,27.52,19.56,6.7,2.75,3,56.53,0
PA,108,0,25,29.02,9.34,7.46,2.35,3,48.17,0
MO,107,0,0,24.97,9.72,5.15,3.08,3,42.92,0
AK,58,0,0,22.42,14.25,9.27,3.97,3,49.91,0
SC,104,0,0,18.55,15.9,9.75,2.7,3,46.9,0
LA,62,0,0,31.76,17.65,8.78,2.38,3,60.57,0
RI,33,0,0,31.35,17.32,10.68,2.51,3,61.86,0
WY,41,0,0,38.05,20.81,10.07,3.32,3,72.25,0
OR,133,0,0,24.45,15.64,12.4,3.48,3,55.97,0
WV,109,0,0,30.6,19.47,6.27,2.11,3,58.45,0
AZ,108,0,0,32.86,13.15,7.87,2.54,3,56.42,0
WA,143,0,0,27.27,24.3,8.21,1.86,3,61.64,0
OH,68,1,24,21.37,23.45,9.65,3.83,3,58.3,1
OK,149,1,0,30.75,16.57,8.9,2.38,3,58.6,0
UT,61,1,29,21.79,14.59,11.29,3.16,3,50.83,0
IN,115,0,0,38.49,23.53,9.6,3.32,3,74.94,1
WA,121,0,0,43.37,22.69,8.9,2.38,3,77.34,1
OR,89,0,0,18.9,10.38,8.14,3.4,3,40.82,0
AR,115,0,0,45.56,13.06,10.45,4.59,3,73.66,0
ID,82,0,0,45.37,19.52,11.33,2.97,3,79.19,1
IN,131,0,0,40.95,14.23,14.5,3.97,3,73.65,0
DC,99,0,31,41.5,17.29,10.53,2.08,3,71.4,0
WY,89,0,0,19.62,17.84,12.64,4.29,3,54.39,0
WV,68,0,0,39.29,13.04,8.61,2.59,3,63.53,0
IN,65,0,0,21.95,19.42,9.4,3.43,4,54.2,1
NY,161,0,0,56.59,27.01,7.23,1.46,4,92.29,1
AZ,94,0,0,30.91,17.2,11.07,2.48,4,61.66,0
FL,106,0,32,28.2,18.4,7.79,3.81,4,58.2,0
IN,122,0,0,50.39,18.26,6.03,3.08,4,77.76,1
ID,79,0,21,44.93,17.24,7.8,1.7,4,71.67,0
ME,75,1,0,35.92,8.98,7.92,2.62,4,55.44,1
LA,67,0,0,52.77,5.65,11.09,2.48,4,71.99,0
ID,122,0,33,46.04,18.73,7.65,3.19,4,75.61,0
VT,101,0,0,26.15,19.89,8.83,3.13,4,58,0
NY,94,1,0,41.34,12.5,4.27,1.94,4,60.05,0
TX,217,0,0,29.99,13.5,13.8,2.51,4,59.8,0
NY,108,0,0,26.21,9.55,11.09,4.16,4,51.01,1
AL,72,0,0,37.03,16.12,8.22,2.81,4,64.18,0
ME,80,0,31,28.29,20.26,6.78,2.89,4,58.22,0
AZ,163,0,0,30.38,18.33,6.87,2.86,4,58.44,0
RI,85,1,0,33.52,17.99,9.45,2.24,4,63.2,0
AZ,157,0,0,37.52,10.14,7.43,3.11,4,58.2,0
MT,125,0,0,24.34,7.49,10.49,2.38,4,44.7,1
AZ,66,0,0,26.18,16.91,6.84,2.57,4,52.5,1
DC,141,0,37,31.52,15.17,9.82,2.16,4,58.67,0
OH,135,0,0,37.2,20.64,3.86,2.78,4,64.48,0
IA,100,0,0,35.85,27.99,5.72,2.54,4,72.1,0
CO,132,0,0,33.63,11.38,7.98,2.94,4,55.93,1
VT,142,0,0,39.53,15.45,9.14,2.81,4,66.93,0
RI,143,0,0,28.53,17.94,6.91,2.84,4,56.22,1
IN,81,0,46,28.61,23.03,10.01,1.81,4,63.46,0
TN,37,0,0,37.57,17.38,5.31,1.84,4,62.1,0
KS,65,0,34,35.5,12.08,9.66,3.38,4,60.62,0
IN,72,0,0,48.86,20,13.14,1.35,4,83.35,1
CO,130,0,0,46.21,20.16,9.45,2.35,4,78.17,1
MT,100,0,0,19.26,16.82,12.8,3.16,4,52.04,1
NM,62,0,0,41.7,10.45,10.28,2.3,4,64.73,0
IA,62,0,0,20.52,26.11,9.14,3.54,4,59.31,0
TX,150,0,0,30.41,14.37,6.69,3.73,4,55.2,1
NY,144,0,0,10.47,6.55,7.79,2.21,4,27.02,1
IN,94,0,0,26.84,13.18,8.53,2.16,4,50.71,1
AZ,99,0,0,33.69,17.62,8.59,2.35,4,62.25,0
IA,98,0,21,27.4,21.44,7.21,1.19,4,57.24,0
AZ,95,0,0,40.48,15.91,8.55,3.19,4,68.13,0
AL,98,0,0,27.37,16.23,10.25,3.27,4,57.12,0
MS,162,0,0,12.02,13.39,6.97,2.46,4,34.84,1
MS,61,0,27,31.88,12.46,10.16,1.73,4,56.23,1
TX,82,0,0,34.05,17.1,9.27,1.92,4,62.34,0
WV,94,1,23,33.51,18.23,12.7,2.57,4,67.01,0
ME,131,1,26,49.79,16.97,11.49,3.73,4,81.98,1
VA,104,0,23,47.63,18.74,6.16,3.59,4,76.12,0
OR,33,0,29,26.76,10.02,12.56,3.75,4,53.09,1
NJ,106,0,0,35.34,14.62,8.63,3.89,4,62.48,0
RI,114,0,28,38.39,16.41,10.46,2.27,4,67.53,0
ME,113,0,0,36.64,18.59,9.32,1.78,4,66.33,0
FL,100,0,0,18.19,8.98,10.94,3.46,4,41.57,1
AK,59,0,0,31.03,17.4,10.35,3.05,4,61.83,0
AR,179,1,38,37.42,19.92,10.68,2.73,4,70.75,0
NC,112,0,0,32.86,22.45,5.79,2.46,4,63.56,0
KS,137,0,0,39.13,18.73,9.21,2.89,4,69.96,0
OH,73,0,0,31.18,20.57,9.06,2.03,4,62.84,0
DE,122,0,0,26.71,15.72,8.87,2.3,4,53.6,1
WV,72,0,33,16.42,26.81,7.35,1.67,4,52.25,1
SC,88,0,0,12.46,13.72,10.78,2.21,4,39.17,1
OK,121,0,31,40.31,17.48,8.85,2.73,4,69.37,0
AK,111,0,0,29.38,15.56,7.15,2.13,4,54.22,1
OR,151,0,0,26.59,19.84,8.81,2.08,4,57.32,0
DE,87,0,0,43.55,13.66,11.22,2,4,70.43,0
NE,82,0,0,31.59,23.5,8.64,1.54,4,65.27,0
WY,129,0,0,24.43,25.31,9.57,3.08,4,62.39,0
MD,52,0,0,35.67,14.56,6.96,2.67,4,59.86,0
MA,98,0,0,46.14,16.18,12.81,3,4,78.13,1
ME,97,0,0,20.54,14.43,8.73,3.21,4,46.91,1
WV,161,0,0,32.62,6.03,9.22,3.62,4,51.49,1
MD,86,0,0,38.47,18.96,11.5,3.51,4,72.44,0
NV,81,0,28,28.54,16.21,8.69,2.48,4,55.92,1
GA,93,0,21,22.81,13.81,8.4,3.19,4,48.21,1
VT,63,0,0,47.26,22.64,10.08,3.54,4,83.52,1
CT,150,0,0,32.18,18.78,10.74,2.48,4,64.18,0
NJ,111,0,0,30.07,8.74,9.62,2.84,4,51.27,1
KS,167,0,0,22.37,17.96,7.57,3,4,50.9,1
NH,13,0,0,32.84,16.52,8.39,2.62,4,60.37,0
MD,88,1,0,39.97,21.4,12.87,1.94,4,76.18,1
MO,98,0,0,37.6,18.16,13.13,3.21,4,72.1,0
TN,108,0,34,27.56,14.6,11.69,2.59,4,56.44,1
FL,55,0,45,22.19,17.71,6.37,2.97,4,49.24,1
MI,81,0,0,28.25,18.5,9.91,3.56,4,60.22,0
RI,111,0,0,39,18.2,13.03,2.81,4,73.04,0
SC,109,0,46,36.98,19.86,7.38,2.43,4,66.65,0
WA,90,1,0,25.19,18.73,6.04,2.48,4,52.44,1
SD,98,0,0,0,13.57,7.52,1.84,4,22.93,1
VT,129,0,0,31.62,22.3,4.45,3.11,4,61.48,0
SC,108,0,0,19.04,16.46,9.4,1.11,4,46.01,1
OH,65,0,0,41.77,20.56,12.84,1.13,4,76.3,1
IN,99,1,0,33.52,13.26,9.18,2.67,4,58.63,0
MD,140,1,27,32.11,13.68,8.9,3.11,4,57.8,0
AZ,104,0,0,28.49,18.63,9.72,3.16,4,60,0
WI,126,1,34,41.63,18.67,9.49,2.62,4,72.41,0
FL,110,0,0,41.23,13.8,8.28,2.11,4,65.42,0
CO,192,0,0,37.67,24.24,7.53,3.43,4,72.87,0
MT,126,0,30,26.08,12.87,6.92,3.46,4,49.33,1
DE,138,1,0,7.91,15.81,7.54,2.59,4,33.85,1
ME,118,1,21,26.61,17.78,7.14,3,4,54.53,1
RI,104,1,0,27.27,24.98,13.8,3.4,4,69.45,0
NH,149,0,0,20.26,14.31,9.21,3.29,4,47.07,1
TX,133,0,0,37.59,13.62,7.28,2.27,4,60.76,0
OR,140,0,0,20.45,20.43,9.74,2.08,4,52.7,1
ID,92,0,23,28.46,21.98,5.24,3.02,4,58.7,0
SC,102,0,0,29.67,18.16,7.41,2.78,4,58.02,0
VA,113,0,23,25.33,20.04,9.08,2.57,4,57.02,0
NM,111,0,0,22.54,18.79,5.76,3.43,4,50.52,1
SC,77,0,28,23.1,20.78,9.34,3.11,4,56.33,1
CT,56,0,0,27.59,12.67,11.5,4,4,55.76,1
WA,174,0,33,28.53,17.45,5.85,3.92,4,55.75,1
CO,118,0,0,32.1,18.48,9.9,2.21,4,62.69,0
GA,71,0,0,43.93,10.78,8.21,2.62,4,65.54,0
TX,52,0,0,26.35,11.34,7.92,1.89,4,47.5,1
KY,43,0,0,30.12,12.12,14.13,3.43,4,59.8,0
CA,77,0,0,29.84,17.43,11.03,4.81,4,63.11,0
ND,56,0,0,37.86,23.55,4.58,3.67,4,69.66,0
DC,93,0,0,27.97,19.63,6.75,2.67,4,57.02,0
NH,95,1,0,38.91,21.73,9.36,2.73,4,72.73,1
NE,105,0,0,27.59,18.06,9.66,3,4,58.31,0
LA,150,0,0,23.22,17.8,7.25,3.29,4,51.56,1
WY,111,0,0,37.77,13.81,8.32,3.21,4,63.11,0
VT,48,0,0,33.61,11.62,11,3.56,4,59.79,0
WA,167,0,0,28.76,14.73,9.74,3.35,4,56.58,1
PA,97,1,0,24.65,25.02,10.79,2.97,4,63.43,1
CT,112,0,27,36.21,19.23,8.54,3,4,66.98,0
NV,88,0,0,28.34,15.24,10.92,1.84,4,56.34,1
GA,74,0,31,42.4,17.81,8.13,2.67,4,71.01,0
LA,124,0,0,24.36,19.61,9.64,2.11,4,55.72,1
MD,139,0,0,30.87,28.53,6.74,2.24,4,68.38,0
NY,112,0,0,29.63,11.92,9.69,2.43,4,53.67,1
NC,85,0,0,31.18,14.35,8.99,2.67,4,57.19,0
CO,128,0,0,33.88,16.56,13.42,3.86,4,67.72,0
PA,75,0,0,18.53,22.04,8.19,3.59,4,52.35,1
CA,105,0,31,18.63,21.19,14.45,2.24,4,56.51,1
HI,105,0,0,35.89,15.02,9.97,3.97,4,64.85,0
NY,123,0,0,20.94,16.15,7.66,3.48,4,48.23,1
MO,84,0,35,35.28,17.09,7.4,2.03,4,61.8,0
IL,86,0,16,24.62,17.53,11.49,3.13,4,56.77,0
NJ,88,0,0,51.26,21.9,5.98,3.62,4,82.76,1
IA,44,0,0,52.46,12.82,8.94,1.97,4,76.19,1
HI,101,0,0,43.04,20.22,6.94,2.62,4,72.82,0
WI,161,0,0,26.3,15.11,7.78,1.59,4,50.78,1
HI,3,0,0,23.63,21.31,12.88,1.65,4,59.47,0
IL,74,0,27,26.2,16.6,12.45,3.56,4,58.81,0
MS,123,1,0,21.34,10.96,11.34,1.7,4,45.34,1
CA,75,0,19,35.75,20.55,9.71,3.54,4,69.55,0
MT,85,0,17,15.27,19.82,7.46,2.51,4,45.06,1
WY,58,0,0,35.72,21.16,7.14,3.89,4,67.91,0
MA,58,0,0,29.65,22.59,8.21,0,4,60.45,0
SC,112,0,31,38.28,21.83,11.24,3.11,4,74.46,0
MT,103,0,35,18.79,17.71,3.93,3.75,4,44.18,1
WV,101,0,28,37.45,24.29,9.14,2.54,4,73.42,0
ME,88,0,0,14.57,18.84,8.58,3.13,4,45.12,1
SC,101,0,0,26.93,15.98,9.89,3.65,4,56.45,1
WV,102,0,0,39.92,16.93,7.34,2.7,4,66.89,0
IA,40,0,0,28.85,12.02,11.39,2.84,4,55.1,1
AR,127,1,0,24.34,15.26,7.73,1.67,4,49,1
ID,78,0,0,17.6,10.02,9.05,3.24,4,39.91,1
OK,146,0,0,23.53,13.51,2.13,1.05,4,40.22,1
AR,76,0,0,18.24,20.25,12.23,2.7,4,53.42,1
KS,170,0,42,33.92,11.48,8.31,2.94,4,56.65,1
IL,71,1,0,31.64,16.88,9.29,3.73,4,61.54,1
OK,172,0,0,34.66,19.89,7.23,4.81,4,66.59,0
VT,100,1,0,37.3,19.18,11.49,3.24,4,71.21,0
GA,122,1,0,23.8,16.69,5.4,2.62,4,48.51,1
MD,62,0,0,54.59,22.57,8.12,3.11,4,88.39,1
ID,119,0,0,27.05,19.66,6.44,2.38,5,55.53,1
MN,139,0,0,22.85,17.96,8.71,2.75,5,52.27,1
CT,96,0,37,29.36,10.21,9.72,2.78,5,52.07,1
VT,95,1,41,23.26,17.07,6.02,2.78,5,49.13,1
OK,101,0,0,15.25,22.11,7.65,3.65,5,48.66,1
CA,79,0,0,26.79,16.5,10.42,2.54,5,56.25,1
WI,149,1,28,21.57,14.19,6.53,2.38,5,44.67,1
MI,91,0,0,26.25,14.31,10.8,3.16,5,54.52,1
NM,119,1,15,27.2,17.81,3.7,2.35,5,51.06,1
WY,16,0,0,29.7,23.87,7.73,2.84,5,64.14,0
MO,76,0,0,22.05,15.09,10.3,2.03,5,49.47,1
KY,113,0,20,26.83,13.73,12.22,2.35,5,55.13,1
CT,152,0,20,40.65,17.77,12.07,3.59,5,74.08,0
TX,121,0,31,44.73,23.74,5.72,2.62,5,76.81,0
VA,163,0,0,34.49,15.18,9.17,3.46,5,62.3,0
IN,104,0,0,47.67,15.25,6.78,4.1,5,73.8,0
OR,27,0,0,39.46,17.92,7.44,4.05,5,68.87,0
CO,77,0,0,10.61,14.44,9.43,1.54,5,36.02,1
WY,87,0,0,25.67,18.67,9.18,2.62,5,56.14,1
NY,75,0,21,29.89,18.49,10.69,1.43,5,60.5,0
OK,96,0,0,44.27,12.41,12.13,3.11,5,71.92,0
AK,126,0,0,9.89,11.79,6.16,3.21,5,31.05,1
MD,98,0,0,35.11,14.98,10.48,3.35,5,63.92,0
MS,118,0,26,29.04,16.96,7.64,2.59,5,56.23,1
CO,120,0,27,26.1,16.49,11.54,2.75,5,56.88,0
UT,68,0,0,27.56,13.18,8.54,2.97,5,52.25,1
FL,116,0,17,32.88,20.45,11.16,3.08,5,67.57,0
NV,77,0,0,40.66,12.75,7.24,2.78,5,63.43,0
WA,103,0,0,34.83,11.49,9.37,2.81,5,58.5,0
AR,118,0,0,45.53,26.89,9.39,3.89,5,85.7,1
CA,112,0,0,19.02,9.69,6.61,3.81,5,39.13,1
NV,64,0,0,25.18,14.02,9.72,3.32,5,52.24,1
GA,132,0,0,32.86,10.91,7.29,3.13,5,54.19,1
OK,159,0,0,33.8,16.62,9.6,4.46,5,64.48,0
MN,138,0,0,33.03,16.14,10.45,2.43,5,62.05,0
OR,135,0,0,44.85,21.36,9,2.27,5,77.48,1
WV,113,0,0,10.4,7.85,8.88,3.7,5,30.83,1
AL,197,1,0,21.64,18.9,7.83,3.7,5,52.07,1
WV,50,0,0,22.29,13.64,9.31,1.51,5,46.75,1
NJ,147,0,36,43.21,19.39,4.41,3.73,5,70.74,0
MO,85,0,0,28.19,16.15,6.48,2.94,5,53.76,1
VA,103,0,0,28.53,18.1,9.37,3.51,5,59.51,0
CO,85,0,21,48.14,20.37,6.73,1.7,5,76.94,0
IA,130,0,0,23.65,20.91,9.32,3.08,5,56.96,0
MI,116,0,0,22.66,21.06,9.86,3.05,5,56.63,1
AR,98,0,0,38.61,10.24,5.27,1.27,5,55.39,1
GA,109,0,35,39.19,22.59,12.14,2.86,5,76.78,0
NY,77,0,33,24.31,18.04,4.72,4.13,5,51.2,1
DC,114,0,0,25.01,13.69,12.42,2.43,5,53.55,1
KY,21,0,0,15.74,13.76,12.83,3.05,5,45.38,1
MD,111,0,0,20.93,18.18,8.32,3.24,5,50.67,1
NC,101,0,0,39.56,15.84,6.9,3.11,5,65.41,0
NC,130,1,0,36.75,30.91,5.7,4.56,5,77.92,1
MN,38,0,0,29.87,18,6.21,2.48,5,56.56,1
AL,89,0,0,21.96,18.2,9.67,2.78,5,52.61,1
DE,97,0,32,31.18,22.87,9.16,1.81,5,65.02,0
WY,123,0,0,41.17,19.22,12.09,2.21,5,74.69,1
TX,1,0,0,30.96,11.47,6.85,2.7,5,51.98,1
VA,133,0,39,40.78,21.57,5.79,1.81,5,69.95,0
AL,141,0,0,41.28,19.9,9.52,1.62,5,72.32,0
WV,88,0,0,22.36,14.86,8.29,2.13,5,47.64,1
VT,107,0,0,32.25,13.27,10.98,2.24,5,58.74,0
NH,35,0,0,23.48,13.45,9.71,2.78,5,49.42,1
DE,121,0,0,36.65,16.4,6.48,2.73,5,62.26,0
AR,113,1,0,20.77,11.19,7.63,2.78,5,42.37,1
IN,117,0,0,20.13,21.19,10.22,3.67,5,55.21,1
WI,165,0,0,26.21,22.83,8.5,2.94,6,60.48,0
UT,103,0,36,14.82,14.39,7.5,2.94,6,39.65,1
MS,73,0,31,13.99,21.77,10.33,3.19,6,49.28,1
WA,100,0,0,12.04,18.33,10.39,2.57,6,43.33,1
NC,95,0,0,21.86,18.38,11.49,1.7,6,53.43,1
LA,115,0,26,28.99,18.46,10.16,3.67,6,61.28,0
CO,23,0,0,32.33,14.14,9.89,4.05,6,60.41,0
OR,21,0,31,23.1,23.04,8.06,2.57,6,56.77,0
UT,105,0,0,18.09,20.41,6.65,1.43,6,46.58,1
MT,28,0,0,20.69,10.69,11.77,2.24,6,45.39,1
TN,17,0,31,26.03,15.8,10.09,2.7,6,54.62,1
MD,116,0,0,27.1,15.26,7.55,2.62,6,52.53,1
ID,134,0,0,34.8,12.16,7.46,2.97,6,57.39,0
NY,82,0,0,28.41,11.2,8.43,2.54,6,50.58,1
MI,108,0,32,35.62,9.32,8.54,2.46,6,55.94,1
MN,40,0,0,13.89,17.87,9.54,3.05,6,44.35,1
VT,67,0,0,44.27,17.7,9.36,2.7,6,74.03,0
AR,109,0,29,18.9,22.4,10.11,2.43,6,53.84,1
KY,98,0,36,28.56,13.87,7.77,2.16,6,52.36,1
NE,78,0,32,35.75,16.34,11.07,2.92,6,66.08,0
NY,204,0,0,29.63,21.6,7.94,1.59,6,60.76,0
ID,103,0,0,29.7,12.58,7.57,4.27,6,54.12,1
GA,136,0,0,27.78,21.19,11.24,2.65,7,62.86,0
AL,86,0,0,21.81,16.75,6.23,3.29,7,48.08,1
KY,122,0,27,43.13,19.48,8.57,2.48,7,73.66,0
HI,149,0,0,28.32,18.6,9.37,2.21,7,58.5,0
VT,99,0,0,19.64,18.54,11.47,3.11,7,52.76,1
OH,93,0,42,25.89,22.74,12.01,3.05,7,63.69,0
MI,146,0,0,25.38,15.9,6.74,2.13,7,50.15,1
HI,99,0,0,23.07,17.71,9.4,2.38,7,52.56,1
AR,115,0,0,23.68,16.35,6.8,2.51,7,49.34,1
SC,64,0,40,35.7,19.78,7.6,1.59,8,64.67,0
NH,103,0,0,25.6,14.37,9.95,2.81,8,52.73,1
MN,152,1,20,40.38,21.54,11.93,3.83,9,77.68,1
NJ,53,0,0,38.86,11.29,10.22,2.73,9,63.1,1
